"id";"submitdate";"lastpage";"startlanguage";"seed";"EVENTNAME";"EVENTTYPE";"EVENTTYPE[other]";"EVENTPLACE";"EVENTLOCATION";"EVENTNUMBEROFPEOPLE";"EVENTDATESTART";"EVENTSTARTTIME";"EVENTDATEEND";"EVENTENDTIME";"EVENTPHOTO[SQ001]";"EVENTPHOTO[SQ002]";"EVENTPHOTO[SQ003]";"EVENTVIDEO";"EVENTSOCIALNETWORKS[SQ001]";"EVENTSOCIALNETWORKS[SQ002]";"EVENTSOCIALNETWORKS[SQ003]";"EVENTSOCIALNETWORKS[SQ004]";"EVENTSOCIALNETWORKS[SQ005]";"EVENTTEXT";"EVENTCONTACT"
"14";"1980-01-01 00:00:00";"4";"en";"1216476634";"Declaration of rebellion against the annihilation of the living in France";"Declaration of Rebellion";"";"National Museum of Natural History";"48.84324;2.36361";"90";"2019-03-24 00:00:00";"1970-01-01 14:00:00";"2019-05-24 00:00:00";"1970-01-01 18:00:00";"https://extinctionrebellion.fr/assets/img/actions/25-mars-2019-museum-Paris.jpg";"";"";"https://tube.p2p.legal/videos/watch/7f540bf5-7dbc-4259-8075-0e671f865f0e";"https://mobile.twitter.com/XtinctionRebel";"";"https://www.instagram.com/extinctionrebellionfrance";"https://mastodon.zaclys.com/@xrfrance";"https://extinctionrebellion.fr/actions/2019/03/27/jdr-action-mnhn.html";"A very nice place";"w.a.s.o.n"

